matsuoka	ただしおっぱいはもう少しあってもいいと思う
matsuoka	匙の凛ちゃんにイタズラしたい!
hoshizora	はぁ…好き。
toosaka	今回のアニメは神父が大人しいな 凛ちゃん大丈夫かな
toosaka	かわいい かわいい
shibuya	凛はこじらせたら一番めんどくさそうな子 それこそ未央なんかよりもずっと だがそれがいい
hoshizora	凛ちゃん殴るね
toosaka	それなら先ず遠坂に固有結界を使う才能があるのかどうかを語らねば…… 才能がないと心象世界があっても展開出来ないから
hoshizora	疲れた凛chan
toosaka	ああ、もちろんだとも、両手に花とはこのことだよ(神父CV 右手に凛の尻、左手に桜の尻、すばらしいじゃないか
hoshizora	凛ちゃん新聞3号は17日 早いな
hoshizora	凛推しってかよちんのこと憎んでる系?
hoshizora	寝正月にゃ~
toosaka	桜と凛の例のバッドエンドの一枚絵も作るべきだった
hoshizora	りんちゃん の りゅうせいぐん!
toosaka	あら可愛いタペストリーですね
hoshizora	凛ちゃんお昼だよ
hoshizora	りんぱなデュエットなんでないんだろうな!?
matsuoka	王子様だしメイド凛ちゃんをお姫様抱っこしたいっぽいよね 遙凛対決はみんな遙さんを応援したと思うよ
matsuoka	凛ちゃんおはよう ラブリンとモブは凛ちゃんが大好きだよ
hoshizora	星ちゃんおはよう 今日はファン感イベントだよ
hoshizora	凛ちゃん星空研究会さんおはようございます
matsuoka	円盤、対談は遙凛ドラマは遙凛真凛宗凛チェンジャケ真凛怜凛ですごい…
toosaka	言葉責めや激しいのに弱そうだよな…
matsuoka	売約済みです
hoshizora	凛ちゃんボコボコボコボコボコボコ 気絶するまでやめないよ
toosaka	無いわ、滑舌気持ち悪い ただ鼻くそ投げてるだけだからね、効くわけない
hoshizora	星ちゃんおやすりん
matsuoka	江ちゃんがメイド服の上からもわかるって喜んでたからかなり凄いことになってたはず 凛ちゃんのメイド服どう考えても量産型じゃなくて似鳥お手製の凛ちゃんジャストサイズだし
toosaka	兄弟子に嫌がらせ出来て一石二鳥ですね
hoshizora	悪態つきながらかわいい画像貼りやがる、アンチなのか照れ隠しなのかどっちやねん
matsuoka	憧れてるってすごいよなぁ 兄柴には上に立つものとしてっていうこと教わってるし やっぱり尊敬してると思うんだよね
toosaka	異本的には上下おそろできる あきらかにHない日やどうでーもいい日、気を抜いた日などバラでもめずらしくない
shibuya	リンチャン…? リンチャン!
shibuya	武内Pとの相性のよさは異常
hoshizora	凛ちゃん犯すね
toosaka	こんだけ色んな情報あるのに好きな食べ物は分かってないんかーい
matsuoka	モブは死なぬ
hoshizora	凛ちゃん、おまんこ舐めるね
shibuya	一人っ子という設定ならある
shibuya	この凛の顔が何かに似てると思ったらオタマロだった
shibuya	開脚かと思ったら開眼だった… まだ寝たりないようだ
toosaka	女装男にしか見えんわ
toosaka	型月板でやれ
hoshizora	キャラ名隠してこの中から行きたい場所選べって言われたらまず候補からアフリカ抜く
toosaka	本当に原点ってエロゲーだったんだな
hoshizora	凛ちゃんの頭金槌で叩く
matsuoka	お尻んちゃん羨ましいですまで読んだ
matsuoka	どっちも独占欲強いし凛ちゃんに振り回されるようで実は最後に引っ張ってくし 水泳では凛ちゃんのライバルの座を手に入れてるし面倒くさいの嫌いだし 案外似たもの同士だから余計凛ちゃん巡ってこじれるかと
matsuoka	だってみんな別ルートなんでしょ? まこちゃんが彼氏の時は後はみんな友達 モブが彼氏の時は後はみんな友達
shibuya	こんな鬼こねーかなー
toosaka	アーチャーの口元と目の表情が…お前、楽しんでやがるなアーチャーのくせに! 私服の凛を姫抱きすると、太もも直つかみだよなあ、温かいんだろうな
toosaka	応援している もしゲット出来たらフィルムの絵柄報告を是非…
shibuya	まあ、俺も童貞だけどな
shibuya	つい誘惑に負けてR18の薄い本を買ってしまった……。 許しておくれよしぶりん
matsuoka	SNSとか出会い系とかで、 絶対に相手に言っちゃいけない言葉があるらしい。 自分も正直分かってなかったし、9割は分かってないと思われ。 言っちゃいかんと最初から分かってたヤツ ちょっとコイ。 dak☆kun☆.net/c1/ ☆を外して
shibuya	凛ちゃん、おはよう!!
hoshizora	凛ちゃんごめんよ 許しておくれ
shibuya	そう言われたくてやってるだろうから何ともだな
toosaka	凛ちゃん祭りはまだ始まったばかり
shibuya	おっぱいで盛り上がるくらいはある
toosaka	凛ちゃんのことが気になって仕方ないんだろうしな スレ伸ばしに協力してくれた
shibuya	てか私服可愛い今のところ1話の服がいちばん好きだけどどれもいい感じ
shibuya	凛ちゃん、おはよう!!
toosaka	というかUBWは普通に士郎とくっつく話なんだから いちいちカップリングに拘ってたら憤死するのでは
shibuya	何してるとこなのか
toosaka	DEEN版のイラストだったかな アーチャーが凛抱えてるイラストがあって、そこでは思いっきりパンチラしてたぞ 何に載ってるイラストかは忘れたが見えてたのは良く覚えてる
toosaka	予告しかみたことない…
hoshizora	凛「みんな話ってなにかにゃ?」 穂乃果「凛ちゃんって人気無いよね~」 凛「え……」 ことり「凛ちゃん、臭いから近寄らないでね」 海未「あなたはいつも不真面目で人に迷惑ばかりかけていますね。正直言って邪魔なんです」 希「μ'sはやっぱり8人でいいってカードが言うてるよ」 凛「……凛何か悪いことしたかな…」 にこ「凛、死になさい」 絵里「言わなくても分かってるわよね?すぐに退部届を書きなさい」 真姫「あなた本当に気持ち悪い」 凛「……」 花陽「バイバイ凛ちゃん。もう二度と話しかけないでね」
toosaka	ゴキブリだよね
hoshizora	明日は凛ちゃん新聞の第2号発行か
hoshizora	それはチョコの黒さじゃなくて腐って黒くなってるだけにゃ
shibuya	あっちがむしろ本編だったな
shibuya	なんか脚が思っていたより長くなくて逆にかわいい
shibuya	いいねw
hoshizora	凛ちゃん半端ないって
shibuya	「……ナニ、見てんの?」 って冷え切った声が聞こえてきそうだよね(;´Д`)
toosaka	屋上デートは来週じゃねえの
hoshizora	凛ちゃんのおしっこ飲みたい
toosaka	edの靡く髪がかっこよすぎる…
shibuya	| |/////从ミミヽ ノ /ツ三ミヽ |//iiiil!イi从ミ!ミii; ー´ ノ彡シ⌒`ミ、 |//ii l|l|:::リil|ミミ!i:: ___, シ |/-‐‐リ '、リリ!iiil|; ` _ |リ ー・=ァ; i・‐リ ,ツミ三ミ |:. .: ヾ.:: \_ 、 ,シ `ミ、 |::. 人__,.、ノ; ー´ ⊂二) . _.:ij./ ヽ__ _;シニ三ミヽ、 ⊂二). ´`;三/ `ミ、 (二、-)、__/ ⌒\ '-|´ / `-=ニニヾ、
matsuoka	凛ちゃんは中身で判断するからイケメンとか関係ない モブが一番自分を愛してくれてるって知ってんだよ
shibuya	この位置だとちんこ生えてるな
shibuya	凛ちゃんて穴開けてるの?
toosaka	梅
shibuya	それがまたいいんだよね程ほどが一番
matsuoka	モブが吸ったから
shibuya	凛ちゃ~んの手を握るとあったかいんだから~
shibuya	しぶりんのパンツの中にローターいっぱい仕込ませたい
hoshizora	ネギ買ってきたからケツを出せにゃ
shibuya	しぶりんのきゅんキャラかわいいな。
shibuya	は?私あんたの前で笑ったっけ?
shibuya	凛ちゃんのハメ撮り流出ってマジ?
hoshizora	こいつウザすぎ さっさとアイドル辞めろよ ええええええ!?凛が!凛がリーダー!? 嫌っていうか…凛はそういうの向いてないよ… そんなこと言ってー2人とも自分がリーダーになりたくないから凛に押し付けたんでしょ? えー嘘だぁ…だって凛なんて全然リーダーに向いてないよ… そんなことないよ…だってかよちんは可愛いし…女の子っぽいし… 違うよ!凛は違うの… 引き受けちゃったし、穂乃果ちゃんが帰ってくるまではリーダーはやるよ!… でも…向いてるなんてことは 絶対ない! 無理だよ。どう考えても似合わないもん… だって凛…こんなに…髪短いんだよ… そうじゃなくて…こんな女の子っぽい服、凛は似合わないって話 それはみんなと同じ一緒だし…端っこだから… とにかく!μ'sのためにも凛じゃないほうがいい! やっぱり…凛には…似合わないよ…
toosaka	別人設定だから細部は違う方がいいんだよ
hoshizora	おはりん
shibuya	しぶりんの魅力が圧倒的過ぎてパワーバランス乱してる!
shibuya	美人だけどトップアイドルになったらワガママ言いまくるタイプ
hoshizora	星になった少女
hoshizora	凛ちゃん性格悪い
toosaka	今回は出ないと思ってたけど、パジャマ凛みれて嬉しい 可愛い!
matsuoka	彼氏いっぱいいるけどどの彼氏
hoshizora	ひとえにアフリカって言っても色んな所あるからね 凄く栄えてる大都市もあるし
matsuoka	そういえばモモだったなw きみはペット見たくなってきた 百凛改変余裕やん
toosaka	大絶滅!ついに蘇る古の石版に刻まれた覇王の伝説! の後だって聞いた
matsuoka	やめろ…モブのちっぽけな夢こわさないでくれ…
hoshizora	乙にゃ! すまんの前スレ立てたの自分なんだ……
toosaka	wikiww レポートでwiki引用しようものなら跳ね返されるくらいに信憑性のないものだよ、うれしょん凛小僧
toosaka	あのシーンは立ち絵もすごくGOODでしたよ まあ他のシーンでも見れるけど
shibuya	凛も今回の話無関係じゃないし別にスレチではないな
shibuya	渋谷凛 ニュージェネレーションVer. 発売時期 2015年07月 仕様 非フタル酸系PVC 塗装済み完成品・1/8スケール・専用台座付属・全高:約200mm 原型制作 徳永弘範 再販 【販売:2014年4月】【再販:2015年7月】 価格 8381円+税 再販価格 8380円+税 GSC製 1/8スケール「渋谷凛 ニュージェネレーションVer.」
hoshizora	凛ちゃんのおまんこもおいしいよ
toosaka	素晴らしい。 誰か、太ももコレクションもお願いします
hoshizora	ソロばっかりで落ち込んでる穂乃果に、 ほのかちゃんと組んだ事あるのは凛だけ! って言う漫画好き
toosaka	洗顔料もそうだが、お湯を使っていたのに驚いた
matsuoka	足がすべってうっかり凛ちゃんに挿入 …はさすがに凛ちゃんのケツの緩さを持ってしても無理かな
hoshizora	凛ちゃんちゅーするね ちゅー
shibuya	ファッションきにこだわりつつただ勉強できるってだけでしょ その言い方だと意味が全然違ってくるわ
toosaka	そういやこの娘はBDレコーダーの予約は出来るようになったの?
shibuya	しぶりんと憧ちゃんとモリサマを一緒の部屋に入れたい
matsuoka	尻の良さにも気付いて欲しい!
hoshizora	にこまきものぞえりもことほのうみも曲あるしそろそろりんぱなにデュオ曲をだな…
toosaka	青子が魔法使った時のあの風景 あれに近い感じ
toosaka	けっこうこの顔好き 士郎の「やあ」っていうのも笑えた 私服初めて見たときドキドキするはずなんだけど、アニメの士郎は赤くなったりしないのでやってくれるかどうか
toosaka	ゴキブリ厨はいつもそんな感じだからな
matsuoka	モブのセーエキあったかい…って言ってな凛ちゃん
shibuya	犬しっぽに空目
toosaka	後半は凛ちゃんのアイコンばっかになるんだ
toosaka	Fate/stay nightのアニメ放送開始記念に凛を描いてみました~ヽ( ´¬`)ノ ufo版の凛エロすぎますわ……
toosaka	926 名前:風の谷の名無しさん@実況は実況板で@転載は禁止 [sage] :2014/12/21(日) 01:00:28.36 ID:8QR30Ogd0
matsuoka	色んな男とフラグ立てるけど全員にちゃんと一途だよ 結果的にビッチになってしまってるだけ
hoshizora	2万円分もUFOキャッチャー遊ぶの疲れるにゃー 何かいい消費方法無いかにゃ
toosaka	イベント見返すのにもレアルタばかりやってたけどかなり久し振りにPC版やったらエロシーン前の凛が可愛すぎて死んだ 18歳以上でレアルタしかやってない凛ファンいたら是非見て欲しいわ… そしてアニメもPC版のイベントやって下さいお願いします
hoshizora	ちょっと大人っぽい雰囲気の凛ちゃんで良いね
shibuya	ダメな亭主に金をせびられおよよよ泣くもたまに見せられる優しさにコロッとやられ共依存にはまっていくしぶりんください
matsuoka	ラリアで良いもん持ってる男見つけたらどうなるの
matsuoka	特殊レス らぶりん凛ちゃんピンク似合う!て喜んで宇宙ミルクたくさん出すな いちごミルク凛ちゃん可愛い
hoshizora	凛ちゃんウザいよ ええええええ!?凛が!凛がリーダー!? 嫌っていうか…凛はそういうの向いてないよ… そんなこと言ってー2人とも自分がリーダーになりたくないから凛に押し付けたんでしょ? えー嘘だぁ…だって凛なんて全然リーダーに向いてないよ… そんなことないよ…だってかよちんは可愛いし…女の子っぽいし… 違うよ!凛は違うの… 引き受けちゃったし、穂乃果ちゃんが帰ってくるまではリーダーはやるよ!… でも…向いてるなんてことは 絶対ない! 無理だよ。どう考えても似合わないもん… だって凛…こんなに…髪短いんだよ… そうじゃなくて…こんな女の子っぽい服、凛は似合わないって話 それはみんなと同じ一緒だし…端っこだから… とにかく!μ'sのためにも凛じゃないほうがいい! やっぱり…凛には…似合わないよ…
shibuya	凛ちゃんってなんで嫉妬ゲージがあるの?
matsuoka	そうだそうだ モブだって凛ちゃんの彼氏になれるんだ! 勝手に自分の可能性潰してんじゃねえって凛ちゃん言ってくれたし!
shibuya	こんだけ綺麗だとファッションだと思える
matsuoka	り凛の彼氏は俺だよ
